Month,Age,Deaths
2010-01-01,1-4 years,0.0
2010-01-01,10-14 years,0.0
2010-01-01,100+ years,0.0
2010-01-01,15-19 years,85.0
2010-01-01,20-24 years,225.0
2010-01-01,25-29 years,349.0
2010-01-01,30-34 years,340.0
2010-01-01,35-39 years,391.0
2010-01-01,40-44 years,434.0
2010-01-01,45-49 years,561.0
2010-01-01,5-9 years,0.0
2010-01-01,50-54 years,492.0
2010-01-01,55-59 years,308.0
2010-01-01,60-64 years ,180.0
2010-01-01,65-69 years,57.0
2010-01-01,70-74 years,36.0
2010-01-01,75-79 years,24.0
2010-01-01,80-84 years,10.0
2010-01-01,85-89 years,15.0
2010-01-01,90-94 years,10.0
2010-01-01,95-99 years,0.0
2010-01-01,< 1 year,0.0
2010-01-01,Not Stated,0.0
2010-02-01,1-4 years,0.0
2010-02-01,10-14 years,0.0
2010-02-01,100+ years,0.0
2010-02-01,15-19 years,68.0
2010-02-01,20-24 years,220.0
2010-02-01,25-29 years,296.0
2010-02-01,30-34 years,325.0
2010-02-01,35-39 years,375.0
2010-02-01,40-44 years,398.0
2010-02-01,45-49 years,504.0
2010-02-01,5-9 years,0.0
2010-02-01,50-54 years,474.0
2010-02-01,55-59 years,311.0
2010-02-01,60-64 years ,166.0
2010-02-01,65-69 years,55.0
2010-02-01,70-74 years,33.0
2010-02-01,75-79 years,20.0
2010-02-01,80-84 years,17.0
2010-02-01,85-89 years,15.5
2010-02-01,90-94 years,10.0
2010-02-01,95-99 years,0.0
2010-02-01,< 1 year,0.0
2010-02-01,Not Stated,0.0
2010-03-01,1-4 years,0.0
2010-03-01,10-14 years,0.0
2010-03-01,100+ years,0.0
2010-03-01,15-19 years,76.0
2010-03-01,20-24 years,248.0
2010-03-01,25-29 years,333.0
2010-03-01,30-34 years,341.0
2010-03-01,35-39 years,370.0
2010-03-01,40-44 years,443.0
2010-03-01,45-49 years,591.0
2010-03-01,5-9 years,0.0
2010-03-01,50-54 years,508.0
2010-03-01,55-59 years,346.0
2010-03-01,60-64 years ,175.0
2010-03-01,65-69 years,64.0
2010-03-01,70-74 years,30.0
2010-03-01,75-79 years,27.0
2010-03-01,80-84 years,20.0
2010-03-01,85-89 years,16.0
2010-03-01,90-94 years,10.0
2010-03-01,95-99 years,0.0
2010-03-01,< 1 year,0.0
2010-03-01,Not Stated,0.0
2010-04-01,1-4 years,0.0
2010-04-01,10-14 years,0.0
2010-04-01,100+ years,0.0
2010-04-01,15-19 years,69.0
2010-04-01,20-24 years,219.0
2010-04-01,25-29 years,332.0
2010-04-01,30-34 years,308.0
2010-04-01,35-39 years,331.0
2010-04-01,40-44 years,391.0
2010-04-01,45-49 years,549.0
2010-04-01,5-9 years,0.0
2010-04-01,50-54 years,513.0
2010-04-01,55-59 years,331.0
2010-04-01,60-64 years ,160.0
2010-04-01,65-69 years,59.0
2010-04-01,70-74 years,28.0
2010-04-01,75-79 years,22.0
2010-04-01,80-84 years,13.0
2010-04-01,85-89 years,13.0
2010-04-01,90-94 years,10.0
2010-04-01,95-99 years,0.0
2010-04-01,< 1 year,0.0
2010-04-01,Not Stated,0.0
2010-05-01,1-4 years,0.0
2010-05-01,10-14 years,0.0
2010-05-01,100+ years,0.0
2010-05-01,15-19 years,77.0
2010-05-01,20-24 years,250.0
2010-05-01,25-29 years,347.0
2010-05-01,30-34 years,343.0
2010-05-01,35-39 years,349.0
2010-05-01,40-44 years,419.0
2010-05-01,45-49 years,545.0
2010-05-01,5-9 years,0.0
2010-05-01,50-54 years,500.0
2010-05-01,55-59 years,305.0
2010-05-01,60-64 years ,159.0
2010-05-01,65-69 years,67.0
2010-05-01,70-74 years,28.0
2010-05-01,75-79 years,29.0
2010-05-01,80-84 years,17.0
2010-05-01,85-89 years,20.0
2010-05-01,90-94 years,10.0
2010-05-01,95-99 years,0.0
2010-05-01,< 1 year,0.0
2010-05-01,Not Stated,0.0
2010-06-01,1-4 years,0.0
2010-06-01,10-14 years,0.0
2010-06-01,100+ years,0.0
2010-06-01,15-19 years,71.0
2010-06-01,20-24 years,219.0
2010-06-01,25-29 years,294.0
2010-06-01,30-34 years,314.0
2010-06-01,35-39 years,350.0
2010-06-01,40-44 years,378.0
2010-06-01,45-49 years,528.0
2010-06-01,5-9 years,0.0
2010-06-01,50-54 years,466.0
2010-06-01,55-59 years,323.0
2010-06-01,60-64 years ,141.0
2010-06-01,65-69 years,67.0
2010-06-01,70-74 years,32.0
2010-06-01,75-79 years,17.0
2010-06-01,80-84 years,15.0
2010-06-01,85-89 years,18.5
2010-06-01,90-94 years,10.0
2010-06-01,95-99 years,0.0
2010-06-01,< 1 year,0.0
2010-06-01,Not Stated,0.0
2010-07-01,1-4 years,0.0
2010-07-01,10-14 years,0.0
2010-07-01,100+ years,0.0
2010-07-01,15-19 years,83.0
2010-07-01,20-24 years,232.0
2010-07-01,25-29 years,298.0
2010-07-01,30-34 years,306.0
2010-07-01,35-39 years,350.0
2010-07-01,40-44 years,427.0
2010-07-01,45-49 years,522.0
2010-07-01,5-9 years,0.0
2010-07-01,50-54 years,460.0
2010-07-01,55-59 years,362.0
2010-07-01,60-64 years ,173.0
2010-07-01,65-69 years,56.0
2010-07-01,70-74 years,35.0
2010-07-01,75-79 years,19.0
2010-07-01,80-84 years,17.0
2010-07-01,85-89 years,17.0
2010-07-01,90-94 years,10.0
2010-07-01,95-99 years,0.0
2010-07-01,< 1 year,0.0
2010-07-01,Not Stated,0.0
2010-08-01,1-4 years,0.0
2010-08-01,10-14 years,0.0
2010-08-01,100+ years,0.0
2010-08-01,15-19 years,63.0
2010-08-01,20-24 years,231.0
2010-08-01,25-29 years,334.0
2010-08-01,30-34 years,330.0
2010-08-01,35-39 years,363.0
2010-08-01,40-44 years,404.0
2010-08-01,45-49 years,476.0
2010-08-01,5-9 years,0.0
2010-08-01,50-54 years,461.0
2010-08-01,55-59 years,307.0
2010-08-01,60-64 years ,193.0
2010-08-01,65-69 years,64.0
2010-08-01,70-74 years,35.0
2010-08-01,75-79 years,17.0
2010-08-01,80-84 years,14.0
2010-08-01,85-89 years,13.0
2010-08-01,90-94 years,10.0
2010-08-01,95-99 years,0.0
2010-08-01,< 1 year,0.0
2010-08-01,Not Stated,0.0
2010-09-01,1-4 years,0.0
2010-09-01,10-14 years,0.0
2010-09-01,100+ years,0.0
2010-09-01,15-19 years,86.0
2010-09-01,20-24 years,252.0
2010-09-01,25-29 years,324.0
2010-09-01,30-34 years,302.0
2010-09-01,35-39 years,319.0
2010-09-01,40-44 years,367.0
2010-09-01,45-49 years,488.0
2010-09-01,5-9 years,0.0
2010-09-01,50-54 years,453.0
2010-09-01,55-59 years,306.0
2010-09-01,60-64 years ,150.0
2010-09-01,65-69 years,65.0
2010-09-01,70-74 years,25.0
2010-09-01,75-79 years,19.0
2010-09-01,80-84 years,23.0
2010-09-01,85-89 years,11.5
2010-09-01,90-94 years,10.0
2010-09-01,95-99 years,0.0
2010-09-01,< 1 year,0.0
2010-09-01,Not Stated,0.0
2010-10-01,1-4 years,0.0
2010-10-01,10-14 years,0.0
2010-10-01,100+ years,0.0
2010-10-01,15-19 years,64.0
2010-10-01,20-24 years,245.0
2010-10-01,25-29 years,315.0
2010-10-01,30-34 years,385.0
2010-10-01,35-39 years,318.0
2010-10-01,40-44 years,393.0
2010-10-01,45-49 years,496.0
2010-10-01,5-9 years,0.0
2010-10-01,50-54 years,489.0
2010-10-01,55-59 years,321.0
2010-10-01,60-64 years ,149.0
2010-10-01,65-69 years,69.0
2010-10-01,70-74 years,31.0
2010-10-01,75-79 years,31.0
2010-10-01,80-84 years,10.0
2010-10-01,85-89 years,10.0
2010-10-01,90-94 years,10.0
2010-10-01,95-99 years,0.0
2010-10-01,< 1 year,0.0
2010-10-01,Not Stated,0.0
2010-11-01,1-4 years,0.0
2010-11-01,10-14 years,0.0
2010-11-01,100+ years,0.0
2010-11-01,15-19 years,68.0
2010-11-01,20-24 years,225.0
2010-11-01,25-29 years,330.0
2010-11-01,30-34 years,324.0
2010-11-01,35-39 years,337.0
2010-11-01,40-44 years,384.0
2010-11-01,45-49 years,497.0
2010-11-01,5-9 years,0.0
2010-11-01,50-54 years,462.0
2010-11-01,55-59 years,338.0
2010-11-01,60-64 years ,169.0
2010-11-01,65-69 years,67.0
2010-11-01,70-74 years,36.0
2010-11-01,75-79 years,20.0
2010-11-01,80-84 years,20.0
2010-11-01,85-89 years,21.0
2010-11-01,90-94 years,10.0
2010-11-01,95-99 years,0.0
2010-11-01,< 1 year,0.0
2010-11-01,Not Stated,0.0
2010-12-01,1-4 years,0.0
2010-12-01,10-14 years,0.0
2010-12-01,100+ years,0.0
2010-12-01,15-19 years,56.0
2010-12-01,20-24 years,241.0
2010-12-01,25-29 years,348.0
2010-12-01,30-34 years,342.0
2010-12-01,35-39 years,348.0
2010-12-01,40-44 years,421.0
2010-12-01,45-49 years,500.0
2010-12-01,5-9 years,0.0
2010-12-01,50-54 years,512.0
2010-12-01,55-59 years,378.0
2010-12-01,60-64 years ,165.0
2010-12-01,65-69 years,67.0
2010-12-01,70-74 years,31.0
2010-12-01,75-79 years,23.0
2010-12-01,80-84 years,22.0
2010-12-01,85-89 years,16.0
2010-12-01,90-94 years,10.0
2010-12-01,95-99 years,0.0
2010-12-01,< 1 year,0.0
2010-12-01,Not Stated,0.0
2011-01-01,1-4 years,0.0
2011-01-01,10-14 years,0.0
2011-01-01,100+ years,0.0
2011-01-01,15-19 years,67.0
2011-01-01,20-24 years,232.0
2011-01-01,25-29 years,348.0
2011-01-01,30-34 years,409.0
2011-01-01,35-39 years,413.0
2011-01-01,40-44 years,460.0
2011-01-01,45-49 years,570.0
2011-01-01,5-9 years,0.0
2011-01-01,50-54 years,504.0
2011-01-01,55-59 years,352.0
2011-01-01,60-64 years ,190.0
2011-01-01,65-69 years,67.0
2011-01-01,70-74 years,40.0
2011-01-01,75-79 years,25.0
2011-01-01,80-84 years,18.0
2011-01-01,85-89 years,21.0
2011-01-01,90-94 years,10.0
2011-01-01,95-99 years,0.0
2011-01-01,< 1 year,0.0
2011-01-01,Not Stated,0.0
2011-02-01,1-4 years,0.0
2011-02-01,10-14 years,0.0
2011-02-01,100+ years,0.0
2011-02-01,15-19 years,70.0
2011-02-01,20-24 years,247.0
2011-02-01,25-29 years,364.0
2011-02-01,30-34 years,380.0
2011-02-01,35-39 years,359.0
2011-02-01,40-44 years,477.0
2011-02-01,45-49 years,575.0
2011-02-01,5-9 years,0.0
2011-02-01,50-54 years,525.0
2011-02-01,55-59 years,347.0
2011-02-01,60-64 years ,137.0
2011-02-01,65-69 years,81.0
2011-02-01,70-74 years,32.0
2011-02-01,75-79 years,21.0
2011-02-01,80-84 years,16.0
2011-02-01,85-89 years,14.0
2011-02-01,90-94 years,10.0
2011-02-01,95-99 years,0.0
2011-02-01,< 1 year,0.0
2011-02-01,Not Stated,0.0
2011-03-01,1-4 years,0.0
2011-03-01,10-14 years,0.0
2011-03-01,100+ years,0.0
2011-03-01,15-19 years,82.0
2011-03-01,20-24 years,272.0
2011-03-01,25-29 years,358.0
2011-03-01,30-34 years,364.0
2011-03-01,35-39 years,389.0
2011-03-01,40-44 years,434.0
2011-03-01,45-49 years,602.0
2011-03-01,5-9 years,0.0
2011-03-01,50-54 years,549.0
2011-03-01,55-59 years,370.0
2011-03-01,60-64 years ,202.0
2011-03-01,65-69 years,84.0
2011-03-01,70-74 years,30.0
2011-03-01,75-79 years,18.0
2011-03-01,80-84 years,21.0
2011-03-01,85-89 years,14.0
2011-03-01,90-94 years,10.0
2011-03-01,95-99 years,0.0
2011-03-01,< 1 year,0.0
2011-03-01,Not Stated,0.0
2011-04-01,1-4 years,0.0
2011-04-01,10-14 years,0.0
2011-04-01,100+ years,0.0
2011-04-01,15-19 years,72.0
2011-04-01,20-24 years,268.0
2011-04-01,25-29 years,349.0
2011-04-01,30-34 years,405.0
2011-04-01,35-39 years,348.0
2011-04-01,40-44 years,431.0
2011-04-01,45-49 years,512.0
2011-04-01,5-9 years,0.0
2011-04-01,50-54 years,553.0
2011-04-01,55-59 years,364.0
2011-04-01,60-64 years ,176.0
2011-04-01,65-69 years,89.0
2011-04-01,70-74 years,31.0
2011-04-01,75-79 years,23.0
2011-04-01,80-84 years,20.0
2011-04-01,85-89 years,13.5
2011-04-01,90-94 years,10.0
2011-04-01,95-99 years,0.0
2011-04-01,< 1 year,0.0
2011-04-01,Not Stated,0.0
2011-05-01,1-4 years,0.0
2011-05-01,10-14 years,0.0
2011-05-01,100+ years,0.0
2011-05-01,15-19 years,63.0
2011-05-01,20-24 years,260.0
2011-05-01,25-29 years,339.0
2011-05-01,30-34 years,400.0
2011-05-01,35-39 years,391.0
2011-05-01,40-44 years,471.0
2011-05-01,45-49 years,518.0
2011-05-01,5-9 years,0.0
2011-05-01,50-54 years,541.0
2011-05-01,55-59 years,392.0
2011-05-01,60-64 years ,178.0
2011-05-01,65-69 years,70.0
2011-05-01,70-74 years,34.0
2011-05-01,75-79 years,22.0
2011-05-01,80-84 years,17.0
2011-05-01,85-89 years,13.0
2011-05-01,90-94 years,10.0
2011-05-01,95-99 years,0.0
2011-05-01,< 1 year,0.0
2011-05-01,Not Stated,0.0
2011-06-01,1-4 years,0.0
2011-06-01,10-14 years,0.0
2011-06-01,100+ years,0.0
2011-06-01,15-19 years,68.0
2011-06-01,20-24 years,231.0
2011-06-01,25-29 years,355.0
2011-06-01,30-34 years,358.0
2011-06-01,35-39 years,335.0
2011-06-01,40-44 years,372.0
2011-06-01,45-49 years,501.0
2011-06-01,5-9 years,0.0
2011-06-01,50-54 years,479.0
2011-06-01,55-59 years,352.0
2011-06-01,60-64 years ,177.0
2011-06-01,65-69 years,61.0
2011-06-01,70-74 years,37.0
2011-06-01,75-79 years,17.0
2011-06-01,80-84 years,14.0
2011-06-01,85-89 years,13.0
2011-06-01,90-94 years,10.0
2011-06-01,95-99 years,0.0
2011-06-01,< 1 year,0.0
2011-06-01,Not Stated,0.0
2011-07-01,1-4 years,0.0
2011-07-01,10-14 years,0.0
2011-07-01,100+ years,0.0
2011-07-01,15-19 years,82.0
2011-07-01,20-24 years,254.0
2011-07-01,25-29 years,385.0
2011-07-01,30-34 years,362.0
2011-07-01,35-39 years,377.0
2011-07-01,40-44 years,432.0
2011-07-01,45-49 years,570.0
2011-07-01,5-9 years,0.0
2011-07-01,50-54 years,516.0
2011-07-01,55-59 years,377.0
2011-07-01,60-64 years ,190.0
2011-07-01,65-69 years,74.0
2011-07-01,70-74 years,37.0
2011-07-01,75-79 years,18.0
2011-07-01,80-84 years,22.0
2011-07-01,85-89 years,10.0
2011-07-01,90-94 years,10.0
2011-07-01,95-99 years,0.0
2011-07-01,< 1 year,0.0
2011-07-01,Not Stated,0.0
2011-08-01,1-4 years,0.0
2011-08-01,10-14 years,0.0
2011-08-01,100+ years,0.0
2011-08-01,15-19 years,66.0
2011-08-01,20-24 years,266.0
2011-08-01,25-29 years,350.0
2011-08-01,30-34 years,367.0
2011-08-01,35-39 years,343.0
2011-08-01,40-44 years,429.0
2011-08-01,45-49 years,479.0
2011-08-01,5-9 years,0.0
2011-08-01,50-54 years,523.0
2011-08-01,55-59 years,387.0
2011-08-01,60-64 years ,180.0
2011-08-01,65-69 years,87.0
2011-08-01,70-74 years,37.0
2011-08-01,75-79 years,21.0
2011-08-01,80-84 years,24.0
2011-08-01,85-89 years,13.0
2011-08-01,90-94 years,10.0
2011-08-01,95-99 years,0.0
2011-08-01,< 1 year,0.0
2011-08-01,Not Stated,0.0
2011-09-01,1-4 years,0.0
2011-09-01,10-14 years,0.0
2011-09-01,100+ years,0.0
2011-09-01,15-19 years,73.0
2011-09-01,20-24 years,260.0
2011-09-01,25-29 years,298.0
2011-09-01,30-34 years,333.0
2011-09-01,35-39 years,336.0
2011-09-01,40-44 years,430.0
2011-09-01,45-49 years,534.0
2011-09-01,5-9 years,0.0
2011-09-01,50-54 years,516.0
2011-09-01,55-59 years,345.0
2011-09-01,60-64 years ,181.0
2011-09-01,65-69 years,62.0
2011-09-01,70-74 years,36.0
2011-09-01,75-79 years,18.0
2011-09-01,80-84 years,28.0
2011-09-01,85-89 years,16.0
2011-09-01,90-94 years,10.0
2011-09-01,95-99 years,0.0
2011-09-01,< 1 year,0.0
2011-09-01,Not Stated,0.0
2011-10-01,1-4 years,0.0
2011-10-01,10-14 years,0.0
2011-10-01,100+ years,0.0
2011-10-01,15-19 years,61.0
2011-10-01,20-24 years,238.0
2011-10-01,25-29 years,320.0
2011-10-01,30-34 years,371.0
2011-10-01,35-39 years,377.0
2011-10-01,40-44 years,446.0
2011-10-01,45-49 years,508.0
2011-10-01,5-9 years,0.0
2011-10-01,50-54 years,541.0
2011-10-01,55-59 years,361.0
2011-10-01,60-64 years ,168.0
2011-10-01,65-69 years,83.0
2011-10-01,70-74 years,40.0
2011-10-01,75-79 years,27.0
2011-10-01,80-84 years,13.0
2011-10-01,85-89 years,12.0
2011-10-01,90-94 years,10.0
2011-10-01,95-99 years,0.0
2011-10-01,< 1 year,0.0
2011-10-01,Not Stated,0.0
2011-11-01,1-4 years,0.0
2011-11-01,10-14 years,0.0
2011-11-01,100+ years,0.0
2011-11-01,15-19 years,82.0
2011-11-01,20-24 years,274.0
2011-11-01,25-29 years,333.0
2011-11-01,30-34 years,404.0
2011-11-01,35-39 years,349.0
2011-11-01,40-44 years,453.0
2011-11-01,45-49 years,507.0
2011-11-01,5-9 years,0.0
2011-11-01,50-54 years,498.0
2011-11-01,55-59 years,332.0
2011-11-01,60-64 years ,186.0
2011-11-01,65-69 years,75.0
2011-11-01,70-74 years,33.0
2011-11-01,75-79 years,14.0
2011-11-01,80-84 years,25.0
2011-11-01,85-89 years,13.0
2011-11-01,90-94 years,10.0
2011-11-01,95-99 years,0.0
2011-11-01,< 1 year,0.0
2011-11-01,Not Stated,0.0
2011-12-01,1-4 years,0.0
2011-12-01,10-14 years,0.0
2011-12-01,100+ years,0.0
2011-12-01,15-19 years,74.0
2011-12-01,20-24 years,230.0
2011-12-01,25-29 years,381.0
2011-12-01,30-34 years,396.0
2011-12-01,35-39 years,326.0
2011-12-01,40-44 years,434.0
2011-12-01,45-49 years,545.0
2011-12-01,5-9 years,0.0
2011-12-01,50-54 years,543.0
2011-12-01,55-59 years,369.0
2011-12-01,60-64 years ,200.0
2011-12-01,65-69 years,70.0
2011-12-01,70-74 years,34.0
2011-12-01,75-79 years,19.0
2011-12-01,80-84 years,15.0
2011-12-01,85-89 years,11.0
2011-12-01,90-94 years,10.0
2011-12-01,95-99 years,0.0
2011-12-01,< 1 year,0.0
2011-12-01,Not Stated,0.0
2012-01-01,1-4 years,0.0
2012-01-01,10-14 years,0.0
2012-01-01,100+ years,0.0
2012-01-01,15-19 years,70.0
2012-01-01,20-24 years,263.0
2012-01-01,25-29 years,324.0
2012-01-01,30-34 years,418.0
2012-01-01,35-39 years,370.0
2012-01-01,40-44 years,411.0
2012-01-01,45-49 years,560.0
2012-01-01,5-9 years,0.0
2012-01-01,50-54 years,572.0
2012-01-01,55-59 years,393.0
2012-01-01,60-64 years ,190.0
2012-01-01,65-69 years,96.0
2012-01-01,70-74 years,41.0
2012-01-01,75-79 years,26.0
2012-01-01,80-84 years,16.0
2012-01-01,85-89 years,20.0
2012-01-01,90-94 years,10.0
2012-01-01,95-99 years,0.0
2012-01-01,< 1 year,0.0
2012-01-01,Not Stated,0.0
2012-02-01,1-4 years,0.0
2012-02-01,10-14 years,0.0
2012-02-01,100+ years,0.0
2012-02-01,15-19 years,60.0
2012-02-01,20-24 years,267.0
2012-02-01,25-29 years,327.0
2012-02-01,30-34 years,403.0
2012-02-01,35-39 years,359.0
2012-02-01,40-44 years,455.0
2012-02-01,45-49 years,557.0
2012-02-01,5-9 years,0.0
2012-02-01,50-54 years,493.0
2012-02-01,55-59 years,376.0
2012-02-01,60-64 years ,176.0
2012-02-01,65-69 years,73.0
2012-02-01,70-74 years,42.0
2012-02-01,75-79 years,25.0
2012-02-01,80-84 years,15.0
2012-02-01,85-89 years,11.0
2012-02-01,90-94 years,10.0
2012-02-01,95-99 years,0.0
2012-02-01,< 1 year,0.0
2012-02-01,Not Stated,0.0
2012-03-01,1-4 years,0.0
2012-03-01,10-14 years,0.0
2012-03-01,100+ years,0.0
2012-03-01,15-19 years,64.0
2012-03-01,20-24 years,223.0
2012-03-01,25-29 years,356.0
2012-03-01,30-34 years,443.0
2012-03-01,35-39 years,405.0
2012-03-01,40-44 years,440.0
2012-03-01,45-49 years,524.0
2012-03-01,5-9 years,0.0
2012-03-01,50-54 years,557.0
2012-03-01,55-59 years,381.0
2012-03-01,60-64 years ,177.0
2012-03-01,65-69 years,86.0
2012-03-01,70-74 years,40.0
2012-03-01,75-79 years,19.0
2012-03-01,80-84 years,15.0
2012-03-01,85-89 years,16.0
2012-03-01,90-94 years,10.0
2012-03-01,95-99 years,0.0
2012-03-01,< 1 year,0.0
2012-03-01,Not Stated,0.0
2012-04-01,1-4 years,0.0
2012-04-01,10-14 years,0.0
2012-04-01,100+ years,0.0
2012-04-01,15-19 years,43.0
2012-04-01,20-24 years,242.0
2012-04-01,25-29 years,317.0
2012-04-01,30-34 years,355.0
2012-04-01,35-39 years,334.0
2012-04-01,40-44 years,432.0
2012-04-01,45-49 years,512.0
2012-04-01,5-9 years,0.0
2012-04-01,50-54 years,517.0
2012-04-01,55-59 years,352.0
2012-04-01,60-64 years ,200.0
2012-04-01,65-69 years,79.0
2012-04-01,70-74 years,46.0
2012-04-01,75-79 years,24.0
2012-04-01,80-84 years,10.0
2012-04-01,85-89 years,18.5
2012-04-01,90-94 years,10.0
2012-04-01,95-99 years,0.0
2012-04-01,< 1 year,0.0
2012-04-01,Not Stated,0.0
2012-05-01,1-4 years,0.0
2012-05-01,10-14 years,0.0
2012-05-01,100+ years,0.0
2012-05-01,15-19 years,46.0
2012-05-01,20-24 years,230.0
2012-05-01,25-29 years,355.0
2012-05-01,30-34 years,400.0
2012-05-01,35-39 years,349.0
2012-05-01,40-44 years,390.0
2012-05-01,45-49 years,523.0
2012-05-01,5-9 years,0.0
2012-05-01,50-54 years,531.0
2012-05-01,55-59 years,397.0
2012-05-01,60-64 years ,194.0
2012-05-01,65-69 years,68.0
2012-05-01,70-74 years,41.0
2012-05-01,75-79 years,30.0
2012-05-01,80-84 years,12.0
2012-05-01,85-89 years,21.0
2012-05-01,90-94 years,10.0
2012-05-01,95-99 years,0.0
2012-05-01,< 1 year,0.0
2012-05-01,Not Stated,0.0
2012-06-01,1-4 years,0.0
2012-06-01,10-14 years,0.0
2012-06-01,100+ years,0.0
2012-06-01,15-19 years,63.0
2012-06-01,20-24 years,238.0
2012-06-01,25-29 years,352.0
2012-06-01,30-34 years,400.0
2012-06-01,35-39 years,349.0
2012-06-01,40-44 years,432.0
2012-06-01,45-49 years,524.0
2012-06-01,5-9 years,0.0
2012-06-01,50-54 years,556.0
2012-06-01,55-59 years,386.0
2012-06-01,60-64 years ,210.0
2012-06-01,65-69 years,97.0
2012-06-01,70-74 years,33.0
2012-06-01,75-79 years,20.0
2012-06-01,80-84 years,17.0
2012-06-01,85-89 years,18.333333333333332
2012-06-01,90-94 years,10.0
2012-06-01,95-99 years,0.0
2012-06-01,< 1 year,0.0
2012-06-01,Not Stated,0.0
2012-07-01,1-4 years,0.0
2012-07-01,10-14 years,0.0
2012-07-01,100+ years,0.0
2012-07-01,15-19 years,71.0
2012-07-01,20-24 years,232.0
2012-07-01,25-29 years,356.0
2012-07-01,30-34 years,401.0
2012-07-01,35-39 years,375.0
2012-07-01,40-44 years,455.0
2012-07-01,45-49 years,479.0
2012-07-01,5-9 years,0.0
2012-07-01,50-54 years,547.0
2012-07-01,55-59 years,389.0
2012-07-01,60-64 years ,206.0
2012-07-01,65-69 years,93.0
2012-07-01,70-74 years,29.0
2012-07-01,75-79 years,18.0
2012-07-01,80-84 years,23.0
2012-07-01,85-89 years,15.666666666666668
2012-07-01,90-94 years,10.0
2012-07-01,95-99 years,0.0
2012-07-01,< 1 year,0.0
2012-07-01,Not Stated,0.0
2012-08-01,1-4 years,0.0
2012-08-01,10-14 years,0.0
2012-08-01,100+ years,0.0
2012-08-01,15-19 years,61.0
2012-08-01,20-24 years,255.0
2012-08-01,25-29 years,342.0
2012-08-01,30-34 years,390.0
2012-08-01,35-39 years,382.0
2012-08-01,40-44 years,450.0
2012-08-01,45-49 years,541.0
2012-08-01,5-9 years,0.0
2012-08-01,50-54 years,543.0
2012-08-01,55-59 years,385.0
2012-08-01,60-64 years ,184.0
2012-08-01,65-69 years,94.0
2012-08-01,70-74 years,44.0
2012-08-01,75-79 years,22.0
2012-08-01,80-84 years,17.0
2012-08-01,85-89 years,13.0
2012-08-01,90-94 years,10.0
2012-08-01,95-99 years,0.0
2012-08-01,< 1 year,0.0
2012-08-01,Not Stated,0.0
2012-09-01,1-4 years,0.0
2012-09-01,10-14 years,0.0
2012-09-01,100+ years,0.0
2012-09-01,15-19 years,65.0
2012-09-01,20-24 years,249.0
2012-09-01,25-29 years,363.0
2012-09-01,30-34 years,391.0
2012-09-01,35-39 years,318.0
2012-09-01,40-44 years,372.0
2012-09-01,45-49 years,533.0
2012-09-01,5-9 years,0.0
2012-09-01,50-54 years,491.0
2012-09-01,55-59 years,387.0
2012-09-01,60-64 years ,183.0
2012-09-01,65-69 years,91.0
2012-09-01,70-74 years,33.0
2012-09-01,75-79 years,20.0
2012-09-01,80-84 years,20.0
2012-09-01,85-89 years,13.333333333333334
2012-09-01,90-94 years,10.0
2012-09-01,95-99 years,0.0
2012-09-01,< 1 year,0.0
2012-09-01,Not Stated,0.0
2012-10-01,1-4 years,0.0
2012-10-01,10-14 years,0.0
2012-10-01,100+ years,0.0
2012-10-01,15-19 years,67.0
2012-10-01,20-24 years,258.0
2012-10-01,25-29 years,347.0
2012-10-01,30-34 years,374.0
2012-10-01,35-39 years,397.0
2012-10-01,40-44 years,397.0
2012-10-01,45-49 years,485.0
2012-10-01,5-9 years,0.0
2012-10-01,50-54 years,477.0
2012-10-01,55-59 years,402.0
2012-10-01,60-64 years ,184.0
2012-10-01,65-69 years,94.0
2012-10-01,70-74 years,37.0
2012-10-01,75-79 years,25.0
2012-10-01,80-84 years,20.0
2012-10-01,85-89 years,13.666666666666666
2012-10-01,90-94 years,10.5
2012-10-01,95-99 years,0.0
2012-10-01,< 1 year,0.0
2012-10-01,Not Stated,0.0
2012-11-01,1-4 years,0.0
2012-11-01,10-14 years,0.0
2012-11-01,100+ years,0.0
2012-11-01,15-19 years,50.0
2012-11-01,20-24 years,218.0
2012-11-01,25-29 years,335.0
2012-11-01,30-34 years,342.0
2012-11-01,35-39 years,360.0
2012-11-01,40-44 years,370.0
2012-11-01,45-49 years,505.0
2012-11-01,5-9 years,0.0
2012-11-01,50-54 years,526.0
2012-11-01,55-59 years,386.0
2012-11-01,60-64 years ,191.0
2012-11-01,65-69 years,85.0
2012-11-01,70-74 years,33.0
2012-11-01,75-79 years,17.0
2012-11-01,80-84 years,19.0
2012-11-01,85-89 years,14.0
2012-11-01,90-94 years,11.0
2012-11-01,95-99 years,0.0
2012-11-01,< 1 year,0.0
2012-11-01,Not Stated,0.0
2012-12-01,1-4 years,0.0
2012-12-01,10-14 years,0.0
2012-12-01,100+ years,0.0
2012-12-01,15-19 years,42.0
2012-12-01,20-24 years,252.0
2012-12-01,25-29 years,361.0
2012-12-01,30-34 years,372.0
2012-12-01,35-39 years,384.0
2012-12-01,40-44 years,416.0
2012-12-01,45-49 years,535.0
2012-12-01,5-9 years,0.0
2012-12-01,50-54 years,556.0
2012-12-01,55-59 years,412.0
2012-12-01,60-64 years ,200.0
2012-12-01,65-69 years,100.0
2012-12-01,70-74 years,27.0
